time,Longmidfoot0,Longmidfoot3,Longmidfoot7
0.0,2.66453526e-15,2.66453526e-15,2.66453526e-15
0.00100000005,0.000370154943,0.000354460703,-2.69428383e-05
0.00118043262,0.000365341693,0.000356401404,-2.14116117e-05
0.0013673763,0.000365341111,0.000356096716,-2.08204492e-05
0.00156627491,0.000365653221,0.000356118078,-2.02170067e-05
0.00178191485,0.0003656396,0.000355814438,-1.99402493e-05
0.00201872922,0.000365339423,0.000356136996,-1.93392116e-05
0.00228102878,0.0003656646,0.00035552273,-1.90654719e-05
0.00257318164,0.000365338376,0.000356160133,-1.75566474e-05
0.00289975922,0.000365337881,0.000356173608,-1.69748564e-05
0.00326566119,0.000365337473,0.000355875993,-1.6409098e-05
0.0036762259,0.000365337241,0.000355593394,-1.55343678e-05
0.00413733535,0.000365649816,0.000355299708,-1.37393636e-05
0.0046555195,0.000365337357,0.000355333701,-1.22620431e-05
0.00523806131,0.000365650601,0.000355357392,-1.11164782e-05
0.00589310797,0.000366263936,0.000355383585,-9.0406611e-06
0.00662979484,0.000365953136,0.000354514021,-6.98663962e-06
0.0074583739,0.000365343905,0.000354234013,-5.2696596e-06
0.00839036331,0.000365349348,0.000354283402,-2.04704202e-06
0.00943870749,0.000366269058,0.000353724259,1.45802323e-06
0.0106179575,0.000365366868,0.000352557487,5.56207669e-06
0.0119444784,0.000365989079,0.000351395429,1.02601934e-05
0.0134366732,0.000365682674,0.000350538321,1.46528309e-05
0.0151152387,0.000365682616,0.000350311428,2.05784654e-05
0.0170034543,0.000366290536,0.000349477923,2.55812793e-05
0.0191275049,0.000365675922,0.000348353031,3.3023407e-05
0.0215168409,0.000366298365,0.000346628309,4.07219813e-05
0.0242045838,0.000366322201,0.000344918371,5.05226017e-05
0.0272279941,0.000366343418,0.000342623185,6.18072663e-05
0.0306289755,0.000366035441,0.000339104125,7.61254923e-05
0.0344546586,0.000366038526,0.000334057229,9.2049966e-05
0.0387580544,0.000366357883,0.000330243696,0.000109594977
0.0435987748,0.000366676977,0.000324556313,0.000128537489
0.0490438752,0.00036637942,0.000316081103,0.000152017252
0.0551687516,0.000365755637,0.000305118388,0.000180815303
0.0620582029,0.000366711291,0.000295085541,0.000208703263
0.0698075816,0.000367394066,0.000283789443,0.000238733061
0.0785241053,0.000367139466,0.000269515673,0.000276099367
0.0883283466,0.000366976892,0.000254734594,0.000306776259
0.0993558392,0.000367826375,0.00023831577,0.00033266141
0.111759,0.000369209709,0.000218961111,0.00035974005
0.125709131,0.000366931316,0.000204381184,0.000372384849
0.141398832,0.000365314976,0.000184195291,0.000376972399
0.159044549,0.000361088925,0.000157584684,0.00036994199
0.178889558,0.000351616443,0.000125768755,0.000351264665
0.201207235,0.000336915778,9.35268836e-05,0.000327268586
0.22630474,0.000318579434,6.67604982e-05,0.000316729624
0.254527122,0.000285903923,5.78041327e-05,0.000346462708
0.286261946,0.00024593214,8.69040814e-05,0.000361231127
0.321944535,0.000188753824,0.000160997195,0.000365140935
0.362063527,0.000141459881,0.000265130424,0.000365255401
0.407167494,0.0001738836,0.000345781766,0.000368531211
0.457872003,0.000274498801,0.000348988047,0.000325374509
0.514867723,0.00036259304,0.000302451808,0.000172979286
0.578929007,0.00035025191,0.000352974894,-8.20815512e-06
0.650924087,0.000292166078,0.000364526029,-6.41658553e-05
0.731825829,0.000363675616,0.00035624305,0.00020527278
0.822723687,0.000367396482,0.000244320225,0.000372558425
0.924837351,0.00036029343,0.000112637834,0.000349676789
1.03953087,0.000251355494,0.000138992968,0.000364416104
1.16832948,0.000158222771,0.000358850259,0.000223569878
1.2866441,0.000372316164,0.00034258503,-5.5499564e-05
1.4270072,0.000308710471,0.000360260659,0.000371237198
1.5899086,0.000365839776,0.000142083707,0.000365816028
1.77650559,0.000277324929,0.00024169145,0.000253007456
1.98851967,0.000317803177,0.000352870062,8.78472201e-05
2.22817135,0.000351121853,0.000229224766,0.000326325302
2.49814224,0.000315420009,0.000299680774,0.000313052908
2.80155563,0.0003709663,0.000362522813,0.000369040412
3.14197373,0.000364804524,0.000169426741,-4.61640484e-05
3.52340031,0.000307663955,0.000363316911,0.000335115445
3.95029259,0.000367113593,0.000134989124,0.000363092084
4.42757607,0.000303517125,0.000324158202,9.6597556e-05
4.96065712,0.000116293399,0.000357972982,0.000375769363
5.06879902,0.000307498995,0.000128222411,0.000286782975
5.32705927,0.000363455445,0.000310927484,0.000329203118
5.71356678,0.000120561781,8.17778491e-05,-4.57785354e-05
5.8502574,0.000334428827,0.000234795909,0.000145483966
6.15584707,0.000368913461,0.000352856616,0.000326505135
6.6059885,0.000316519843,0.000354881777,0.000271928293
7.18551826,0.000243957402,0.000218589354,3.24421708e-05
7.88599682,0.000304209912,0.000108064829,0.000225131444
8.70392323,0.000230904028,0.000339147169,0.000367177359
9.63942337,0.000298656407,0.00036312014,0.000117820382
10.695282,0.000364813604,0.00021827982,0.000166376602
11.876195,0.000212339277,0.000155721544,0.00034986221
13.1881771,0.00033319791,0.000195532601,-3.29928116e-05
14.6380634,0.000363186147,7.51833722e-05,-3.32824893e-05
16.2330532,0.000328426424,0.000336085883,-3.32824893e-05
17.9802761,0.000235100699,0.000360338192,-3.32824893e-05
19.8863468,0.000367061322,0.000319790182,-3.32824893e-05
21.9568996,0.000288503943,0.000361037819,-3.32824893e-05
23.0,0.000365663349,0.000296576007,-3.32824893e-05
25.3913517,0.000293895428,0.000336453202,-3.32824893e-05
27.9404144,0.000346264162,0.000333615957,-3.32824893e-05
30.0,0.000264083093,,
